stop_id,stop_name,stop_lat,stop_lon,stop_code,stop_desc,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,stop_direction,stop_timezone,vehicle_type,platform_code
created_stop_1355,Stop 1355,31.950691,35.9149,,,,,0,,,,,,
created_stop_1356,Stop 1356,31.950914,35.91311,,,,,0,,,,,,
created_stop_1357,Stop 1357,31.950933,35.91131,,,,,0,,,,,,
created_stop_1358,Stop 1358,31.951628,35.90999,,Aqilah Hospital,,,0,,,,,,
created_stop_1359,Stop 1359,31.954832,35.930813,,Luzmilla Hospital,,,0,,,,,,
created_stop_1360,Stop 1360,31.95507,35.929563,,شارع فؤاد سليم,,,0,,,,,,
created_stop_1361,Stop 1361,31.95601,35.92804,,شارع محمد علي العجلوني,,,0,,,,,,
created_stop_1362,Stop 1362,31.956563,35.926305,,Dimitri's Coffee,,,0,,,,,,
created_stop_1363,Stop 1363,31.957206,35.924592,,,,,0,,,,,,
created_stop_1364,Stop 1364,31.957746,35.922847,,,,,0,,,,,,
created_stop_1365,Stop 1365,31.958286,35.921101,,,,,0,,,,,,
created_stop_1366,Stop 1366,31.958011,35.919617,,,,,0,,,,,,
created_stop_1367,Stop 1367,31.959033,35.916116,,شارع بيت نوبا,,,0,,,,,,
created_stop_1368,Stop 1368,31.958869,35.914614,,,,,0,,,,,,
created_stop_1369,Stop 1369,31.958087,35.915457,,,,,0,,,,,,
created_stop_1370,Stop 1370,31.957167,35.91684,,,,,0,,,,,,
created_stop_1371,Stop 1371,31.956473,35.918544,,شارع الكرملي,,,0,,,,,,
created_stop_1372,Stop 1372,31.956279,35.920336,,St. Francis House,,,0,,,,,,
created_stop_1373,Stop 1373,31.954921,35.927586,,شارع نقولا غنما,,,0,,,,,,
created_stop_1374,Stop 1374,31.953822,35.928676,,,,,0,,,,,,
created_stop_1375,Stop 1375,31.953733,35.929606,,,,,0,,,,,,
created_stop_1376,Stop 1376,31.956443,35.932321,,شارع صلاح الدين الأيوبي,,,0,,,,,,
created_stop_1377,Stop 1377,31.957945,35.931059,,شارع سعيد الدرة,,,0,,,,,,
created_stop_1378,Stop 1378,31.959417,35.929717,,,,,0,,,,,,
created_stop_1379,Stop 1379,31.960064,35.928064,,شارع إبراهيم أبو دية,,,0,,,,,,
created_stop_1380,Stop 1380,31.960036,35.926265,,شارع موفق السلطي,,,0,,,,,,
created_stop_1381,Stop 1381,31.961432,35.921062,,شارع إسماعيل بابوق,,,0,,,,,,
created_stop_1382,Stop 1382,31.963084,35.92064,,,,,0,,,,,,
created_stop_1383,Stop 1383,31.96432,35.91944,,,,,0,,,,,,
created_stop_1384,Stop 1384,31.965669,35.918173,,شارع سلمة,,,0,,,,,,
created_stop_1385,Stop 1385,31.965864,35.916693,,نقل جماعي من جبل حسين الى وسط البلد,,,0,,,,,,
created_stop_1386,Stop 1386,31.964641,35.91582,,شارع جمال الدين الأفغاني,,,0,,,,,,
created_stop_1387,Stop 1387,31.962747,35.916716,,Pharmacy One,,,0,,,,,,
created_stop_1388,Stop 1388,31.940353,35.954332,,تقاطع الجسور العشرة,,,0,,,,,,
created_stop_1389,Stop 1389,31.93932,35.955791,,الجسور العشره,,,0,,,,,,
created_stop_1390,Stop 1390,31.939081,35.95757,,شارع البراق,,,0,,,,,,
created_stop_1391,Stop 1391,31.937948,35.959097,,شارع البراق,,,0,,,,,,
created_stop_1392,Stop 1392,31.936659,35.961215,,شارع الوليد بن أبان,,,0,,,,,,
created_stop_1393,Stop 1393,31.935689,35.961476,,شارع الوليد بن أبان,,,0,,,,,,
created_stop_1394,Stop 1394,31.933882,35.960428,,Queen Rania Al Abdulla  Park,,,0,,,,,,
created_stop_1395,Stop 1395,31.932368,35.960407,,Queen Rania Al Abdulla  Park,,,0,,,,,,
created_stop_1396,Stop 1396,31.930829,35.960075,,أم نوارة,,,0,,,,,,
created_stop_1397,Stop 1397,31.929715,35.961578,,أم نوارة,,,0,,,,,,
created_stop_1398,Stop 1398,31.928602,35.961762,,أم نوارة,,,0,,,,,,
created_stop_1399,Stop 1399,31.929131,35.960158,,شارع الوليد بن أبان,,,0,,,,,,
created_stop_1400,Stop 1400,31.928444,35.95938,,شارع الوليد بن أبان,,,0,,,,,,
created_stop_1401,Stop 1401,31.926441,35.959724,,شارع الوليد بن أبان,,,0,,,,,,
created_stop_1402,Stop 1402,31.926316,35.95793,,شارع النوري الحديد,,,0,,,,,,
created_stop_1403,Stop 1403,31.926282,35.956133,,شارع النوري الحديد,,,0,,,,,,
created_stop_1404,Stop 1404,31.928399,35.955999,,شارع زمل الغيثي,,,0,,,,,,
created_stop_1405,Stop 1405,31.930015,35.955287,,شارع زمل الغيثي,,,0,,,,,,
created_stop_1406,Stop 1406,31.927968,35.954906,,شارع النوري الحديد,,,0,,,,,,
created_stop_1407,Stop 1407,31.925769,35.954645,,شارع النوري الحديد,,,0,,,,,,
created_stop_1408,Stop 1408,31.923692,35.955215,,شارع الوليد بن أبان,,,0,,,,,,
created_stop_1409,Stop 1409,31.921758,35.956079,,مركز ابو فهمي للمنظفات,,,0,,,,,,
created_stop_1410,Stop 1410,31.919552,35.95619,,شارع النوري الحديد,,,0,,,,,,
created_stop_1411,Stop 1411,31.917331,35.956111,,ميدو,,,0,,,,,,
created_stop_1412,Stop 1412,31.91629,35.954723,,ميدو,,,0,,,,,,
created_stop_1413,Stop 1413,31.916126,35.952953,,منطقة القويسمة,,,0,,,,,,
created_stop_1414,Stop 1414,31.916811,35.951242,,منطقة القويسمة,,,0,,,,,,
created_stop_1415,Stop 1415,31.917322,35.94949,,منطقة القويسمة,,,0,,,,,,
created_stop_1416,Stop 1416,31.917748,35.947724,,منطقة القويسمة,,,0,,,,,,
created_stop_1417,Stop 1417,31.918328,35.945998,,شارع أمير بن البكير,,,0,,,,,,
created_stop_1418,Stop 1418,31.919085,35.944313,,شارع أمير بن البكير,,,0,,,,,,
created_stop_1419,Stop 1419,31.920356,35.942837,,شارع الصراط,,,0,,,,,,
created_stop_1420,Stop 1420,31.921868,35.942374,,باقو لقطع السيارات الفرنسية,,,0,,,,,,
created_stop_1421,Stop 1421,31.922607,35.938263,,,,,0,,,,,,
created_stop_1422,Stop 1422,31.924821,35.938097,,شارع الصاحب بن عباد,,,0,,,,,,
created_stop_1423,Stop 1423,31.927026,35.937915,,شارع ابن عبدون,,,0,,,,,,
created_stop_1424,Stop 1424,31.928982,35.937074,,بنك الأردني الكويتي,,,0,,,,,,
created_stop_1425,Stop 1425,31.930664,35.9359,,مركز امن الاشرفية,,,0,,,,,,
created_stop_1426,Stop 1426,31.932142,35.934559,,شارع الأمير الحسن,,,0,,,,,,
created_stop_1427,Stop 1427,31.933535,35.933159,,Cairo Amman Bank,,,0,,,,,,
created_stop_1428,Stop 1428,31.935177,35.931948,,Red Crescent HQ,,,0,,,,,,
created_stop_1429,Stop 1429,31.936811,35.930806,,شارع الشافعي,,,0,,,,,,
created_stop_1430,Stop 1430,31.937993,35.929629,,شارع الأمير الحسن,,,0,,,,,,
created_stop_1431,Stop 1431,31.940099,35.929162,,شارع الخلود,,,0,,,,,,
created_stop_1432,Stop 1432,31.942267,35.929179,,شارع أبو ظبي,,,0,,,,,,
created_stop_1433,Stop 1433,31.968264,35.967124,,شارع الملك عبدالله الأول,,,0,,,,,,
created_stop_1434,Stop 1434,31.968595,35.968857,,محطة عمان,,,0,,,,,,
created_stop_1435,Stop 1435,31.968749,35.9707,,,,,0,,,,,,
created_stop_1436,Stop 1436,31.969735,35.972271,,,,,0,,,,,,
created_stop_1437,Stop 1437,31.971646,35.973139,,,,,0,,,,,,
created_stop_1438,Stop 1438,31.973345,35.97422,,مركز ماركا الصحي,,,0,,,,,,
created_stop_1439,Stop 1439,31.974639,35.975684,,المحاكم العسكرية,,,0,,,,,,
created_stop_1440,Stop 1440,31.975541,35.976557,,حديقة الطيور ماركا,,,0,,,,,,
created_stop_1441,Stop 1441,31.976927,35.978768,,,,,0,,,,,,
created_stop_1442,Stop 1442,31.977695,35.980445,,شارع المطار,,,0,,,,,,
created_stop_1443,Stop 1443,31.978284,35.98218,,شارع الملك عبدالله الأول,,,0,,,,,,
created_stop_1444,Stop 1444,31.979161,35.983822,,,,,0,,,,,,
created_stop_1445,Stop 1445,31.979839,35.984965,,,,,0,,,,,,
created_stop_1446,Stop 1446,31.981412,35.986922,,مطعم ينابيع الشام,,,0,,,,,,
created_stop_1447,Stop 1447,31.981916,35.989295,,مسجد المشفى العسكري,,,0,,,,,,
created_stop_1448,Stop 1448,31.982111,35.990457,,,,,0,,,,,,
created_stop_1449,Stop 1449,31.982347,35.992247,,شارع ياسين الهاشمي,,,0,,,,,,
created_stop_1450,Stop 1450,31.983144,35.993909,,شارع الملك عبدالله الأول,,,0,,,,,,
created_stop_1451,Stop 1451,31.984277,35.995458,,,,,0,,,,,,
created_stop_1452,Stop 1452,31.985408,35.997008,,,,,0,,,,,,
created_stop_1453,Stop 1453,31.986529,35.998562,,,,,0,,,,,,
created_stop_1454,Stop 1454,31.987806,36.00003,,,,,0,,,,,,
created_stop_1455,Stop 1455,31.989316,36.001351,,,,,0,,,,,,
created_stop_1456,Stop 1456,31.990884,36.002628,,شارع الملك عبدالله الأول,,,0,,,,,,
created_stop_1457,Stop 1457,31.992857,36.003423,,,,,0,,,,,,
created_stop_1458,Stop 1458,31.994919,36.004099,,,,,0,,,,,,
created_stop_1459,Stop 1459,31.996981,36.004773,,,,,0,,,,,,
created_stop_1460,Stop 1460,32.017116,36.050708,,وادي القطار,,,0,,,,,,
created_stop_1461,Stop 1461,32.017571,36.052469,,International Train,,,0,,,,,,
created_stop_1462,Stop 1462,32.01837,36.054139,,International Train,,,0,,,,,,
created_stop_1463,Stop 1463,32.019452,36.055712,,International Train,,,0,,,,,,
created_stop_1464,Stop 1464,32.020177,36.057407,,International Train,,,0,,,,,,
created_stop_1465,Stop 1465,32.020829,36.059128,,شارع الشهيد وصفي التل,,,0,,,,,,
created_stop_1466,Stop 1466,32.021372,36.060861,,شارع الشهيد وصفي التل,,,0,,,,,,
created_stop_1467,Stop 1467,32.021316,36.062658,,شارع الشهيد وصفي التل,,,0,,,,,,
created_stop_1468,Stop 1468,32.020841,36.064413,,شارع الشهيد وصفي التل,,,0,,,,,,
created_stop_1469,Stop 1469,32.020958,36.066201,,شارع الشهيد وصفي التل,,,0,,,,,,
created_stop_1470,Stop 1470,32.02163,36.067888,,شارع محمد ماجد العيطان,,,0,,,,,,
created_stop_1471,Stop 1471,32.022687,36.069472,,شارع محمد ماجد العيطان,,,0,,,,,,
created_stop_1472,Stop 1472,32.024039,36.070875,,شارع ال 100,,,0,,,,,,
created_stop_1473,Stop 1473,32.025975,36.071589,,شارع ال 100,,,0,,,,,,
created_stop_1474,Stop 1474,32.027747,36.07253,,شارع الملك عبدالله الثاني بن الحسين,,,0,,,,,,
created_stop_1475,Stop 1475,32.029305,36.073816,,شارع الملك عبدالله الثاني بن الحسين,,,0,,,,,,
created_stop_1476,Stop 1476,32.030755,36.075175,,مغسلة العربي,,,0,,,,,,
created_stop_1477,Stop 1477,32.031958,36.07669,,مغسلة العربي,,,0,,,,,,
created_stop_1478,Stop 1478,32.03316,36.078205,,مغسلة العربي,,,0,,,,,,
created_stop_1479,Stop 1479,32.034344,36.079729,,International Train,,,0,,,,,,
created_stop_1480,Stop 1480,32.03552,36.081257,,International Train,,,0,,,,,,
created_stop_1481,Stop 1481,32.037188,36.08231,,شارع الشهيد وصفي التل,,,0,,,,,,
created_stop_1482,Stop 1482,32.039352,36.082735,,شارع الشهيد وصفي التل,,,0,,,,,,
created_stop_1483,Stop 1483,32.041515,36.083162,,شارع الشهيد وصفي التل,,,0,,,,,,
created_stop_1484,Stop 1484,32.043597,36.083781,,Jopetrol,,,0,,,,,,
created_stop_1485,Stop 1485,32.045785,36.084093,,طوطال,,,0,,,,,,
created_stop_1486,Stop 1486,32.048008,36.084203,,مخبز قشطة,,,0,,,,,,
created_stop_1487,Stop 1487,32.050221,36.084401,,سجاد صيدا,,,0,,,,,,
created_stop_1488,Stop 1488,32.052428,36.084642,,اسواق ابو علي القيلاوي,,,0,,,,,,
created_stop_1489,Stop 1489,32.05679,36.084724,,شارع الملك طلال,,,0,,,,,,
created_stop_1490,Stop 1490,32.058295,36.085382,,Orange Telecom,,,0,,,,,,
created_stop_1491,Stop 1491,32.058767,36.087134,,مركز أمن المدينة,,,0,,,,,,
created_stop_1492,Stop 1492,32.060109,36.088549,,شارع الملك طلال,,,0,,,,,,
created_stop_1493,Stop 1493,32.060401,36.090328,,شارع الملك طلال,,,0,,,,,,
created_stop_1494,Stop 1494,32.060677,36.092113,,Cairo Amman Bank,,,0,,,,,,
created_stop_1495,Stop 1495,32.011778,36.015449,,شارع علي بن أبي طالب,,,0,,,,,,
created_stop_1496,Stop 1496,32.010833,36.010158,,work,,,0,,,,,,
created_stop_1497,Stop 1497,31.965363,35.963187,,شارع الملك عبدالله الأول,,,0,,,,,,
created_stop_1498,Stop 1498,31.963534,35.962174,,,,,0,,,,,,
created_stop_1499,Stop 1499,31.935901,35.962801,,شارع الوليد بن أبان,,,0,,,,,,
created_stop_1500,Stop 1500,31.934939,35.964424,,شارع الوليد بن أبان,,,0,,,,,,
created_stop_1501,Stop 1501,31.933836,35.965986,,شارع الوليد بن أبان,,,0,,,,,,
created_stop_1502,Stop 1502,31.932783,35.96757,,شارع الحكمة,,,0,,,,,,
created_stop_1503,Stop 1503,31.932666,35.969849,,شارع الحكمة,,,0,,,,,,
created_stop_1504,Stop 1504,31.930525,35.96929,,شارع الحكمة,,,0,,,,,,
created_stop_1505,Stop 1505,31.928964,35.969706,,شارع الحكمة,,,0,,,,,,
created_stop_1506,Stop 1506,31.927197,35.970239,,شارع الحكمة,,,0,,,,,,
created_stop_1507,Stop 1507,31.928365,35.9717,,شارع الحكمة,,,0,,,,,,
created_stop_1508,Stop 1508,31.930559,35.971978,,شارع الحكمة,,,0,,,,,,
created_stop_1509,Stop 1509,31.93207,35.971752,,شارع الحكمة,,,0,,,,,,
created_stop_1510,Stop 1510,31.932526,35.973507,,شارع الجسور العشارة,,,0,,,,,,
created_stop_1511,Stop 1511,31.932636,35.975285,,شارع الجسور العشارة,,,0,,,,,,
created_stop_1512,Stop 1512,31.932259,35.977059,,شارع الجسور العشارة,,,0,,,,,,
created_stop_1513,Stop 1513,31.932185,35.978853,,شارع الجسور العشارة,,,0,,,,,,
created_stop_1514,Stop 1514,31.93221,35.980652,,المبرك,,,0,,,,,,
created_stop_1515,Stop 1515,31.931926,35.982427,,المبرك,,,0,,,,,,
created_stop_1516,Stop 1516,31.931171,35.984118,,المبرك,,,0,,,,,,
created_stop_1517,Stop 1517,31.930276,35.985763,,المبرك,,,0,,,,,,
created_stop_1518,Stop 1518,31.929376,35.987408,,المبرك,,,0,,,,,,
created_stop_1519,Stop 1519,31.92767,35.988543,,بيتي,,,0,,,,,,
created_stop_1520,Stop 1520,31.926041,35.989743,,بيتي,,,0,,,,,,
created_stop_1521,Stop 1521,31.924917,35.991277,,,,,0,,,,,,
created_stop_1522,Stop 1522,31.924406,35.993029,,,,,0,,,,,,
created_stop_1523,Stop 1523,31.92371,35.994736,,,,,0,,,,,,
created_stop_1524,Stop 1524,31.92318,35.996475,,,,,0,,,,,,
created_stop_1525,Stop 1525,31.922836,35.998253,,,,,0,,,,,,
created_stop_1526,Stop 1526,31.922491,36.000031,,,,,0,,,,,,
created_stop_1527,Stop 1527,31.921491,36.001532,,,,,0,,,,,,
created_stop_1528,Stop 1528,31.920294,36.002995,,,,,0,,,,,,
created_stop_1529,Stop 1529,31.919491,36.004672,,,,,0,,,,,,
created_stop_1530,Stop 1530,31.918799,36.006383,,وادي المقرن,,,0,,,,,,
created_stop_1531,Stop 1531,31.918206,36.008112,,وادي المقرن,,,0,,,,,,
created_stop_1532,Stop 1532,31.918909,36.009799,,وادي المقرن,,,0,,,,,,
created_stop_1533,Stop 1533,31.919286,36.011544,,وادي المقرن,,,0,,,,,,
created_stop_1534,Stop 1534,31.918896,36.01331,,وادي المقرن,,,0,,,,,,
created_stop_1535,Stop 1535,31.917978,36.014942,,وادي المقرن,,,0,,,,,,
created_stop_1536,Stop 1536,31.92015,36.014346,,وادي المقرن,,,0,,,,,,
created_stop_1537,Stop 1537,31.921184,36.012752,,وادي المقرن,,,0,,,,,,
created_stop_1538,Stop 1538,31.922113,36.011461,,وادي المقرن,,,0,,,,,,
created_stop_1539,Stop 1539,31.919145,36.015391,,وادي المقرن,,,0,,,,,,
created_stop_1540,Stop 1540,31.93245,35.969916,,شارع الحكمة,,,0,,,,,,
created_stop_1541,Stop 1541,31.941977,35.922195,,شارع القدس,,,0,,,,,,
created_stop_1542,Stop 1542,31.940527,35.922309,,شارع حليمة السعدية,,,0,,,,,,
created_stop_1543,Stop 1543,31.938629,35.923684,,شارع القدس,,,0,,,,,,
created_stop_1544,Stop 1544,31.936541,35.923368,,شارع القدس,,,0,,,,,,
created_stop_1545,Stop 1545,31.93452,35.922621,,,,,0,,,,,,
created_stop_1546,Stop 1546,31.932497,35.921876,,شارع القدس,,,0,,,,,,
created_stop_1547,Stop 1547,31.930583,35.92098,,,,,0,,,,,,
created_stop_1548,Stop 1548,31.929003,35.919715,,,,,0,,,,,,
created_stop_1549,Stop 1549,31.927402,35.918541,,غابة شهداء عمان,,,0,,,,,,
created_stop_1550,Stop 1550,31.927005,35.916785,,JoPetrol,,,0,,,,,,
created_stop_1551,Stop 1551,31.927411,35.915019,,شارع القدس,,,0,,,,,,
created_stop_1552,Stop 1552,31.927505,35.913234,,شارع الخيزران,,,0,,,,,,
created_stop_1553,Stop 1553,31.926895,35.911514,,سامح مول,,,0,,,,,,
created_stop_1554,Stop 1554,31.925294,35.910606,,شارع محمد الفاتح,,,0,,,,,,
created_stop_1555,Stop 1555,31.923237,35.911271,,,,,0,,,,,,
created_stop_1556,Stop 1556,31.921103,35.91173,,شارع القدس,,,0,,,,,,
created_stop_1557,Stop 1557,31.919253,35.910888,,شارع القدس,,,0,,,,,,
created_stop_1558,Stop 1558,31.918866,35.909705,,شارع القدس,,,0,,,,,,
created_stop_1559,Stop 1559,31.918146,35.907422,,شارع القدس,,,0,,,,,,
created_stop_1560,Stop 1560,31.917688,35.905661,,شارع القدس,,,0,,,,,,
created_stop_1561,Stop 1561,31.917245,35.903899,,شارع الأمير هاشم بن الحسين,,,0,,,,,,
created_stop_1562,Stop 1562,31.916024,35.902656,,شارع القدس,,,0,,,,,,
created_stop_1563,Stop 1563,31.914004,35.902001,,شارع خالد الخصيلات,,,0,,,,,,
created_stop_1564,Stop 1564,31.913106,35.900349,,,,,0,,,,,,
created_stop_1565,Stop 1565,31.912262,35.898714,,شارع القدس,,,0,,,,,,
created_stop_1566,Stop 1566,31.911563,35.897006,,شارع القدس,,,0,,,,,,
created_stop_1567,Stop 1567,31.910877,35.895294,,,,,0,,,,,,
created_stop_1568,Stop 1568,31.910467,35.89353,,سيراميك,,,0,,,,,,
created_stop_1569,Stop 1569,31.910399,35.891932,,شارع هرم بن حيان,,,0,,,,,,
created_stop_1570,Stop 1570,31.909764,35.889997,,شارع القدس,,,0,,,,,,
created_stop_1571,Stop 1571,31.90832,35.888639,,,,,0,,,,,,
created_stop_1572,Stop 1572,31.906945,35.886967,,شارع القدس,,,0,,,,,,
created_stop_1573,Stop 1573,31.906748,35.886143,,شارع القدس,,,0,,,,,,
created_stop_1574,Stop 1574,31.909177,35.894234,,شارع هرم بن حيان,,,0,,,,,,
created_stop_1575,Stop 1575,31.90906,35.896028,,,,,0,,,,,,
created_stop_1576,Stop 1576,31.908884,35.89782,,,,,0,,,,,,
created_stop_1577,Stop 1577,31.90862,35.899604,,شارع هرم بن حيان,,,0,,,,,,
created_stop_1578,Stop 1578,31.908738,35.901394,,,,,0,,,,,,
created_stop_1579,Stop 1579,31.907979,35.903057,,,,,0,,,,,,
created_stop_1580,Stop 1580,31.906832,35.90384,,,,,0,,,,,,
created_stop_1581,Stop 1581,31.907629,35.905099,,شارع بشر بن البراء,,,0,,,,,,
created_stop_1582,Stop 1582,31.906906,35.906796,,,,,0,,,,,,
created_stop_1583,Stop 1583,31.906171,35.90849,,شارع بشر بن البراء,,,0,,,,,,
created_stop_1584,Stop 1584,31.905943,35.910273,,,,,0,,,,,,
created_stop_1585,Stop 1585,31.905822,35.912061,,,,,0,,,,,,
created_stop_1586,Stop 1586,31.903819,35.912473,,,,,0,,,,,,
created_stop_1587,Stop 1587,31.901635,35.912283,,شارع عائشة التيمورية,,,0,,,,,,
created_stop_1588,Stop 1588,31.899597,35.91239,,بيت الزرب والمنسف,,,0,,,,,,
created_stop_1589,Stop 1589,31.897949,35.913596,,شارع عائشة التيمورية,,,0,,,,,,
created_stop_1590,Stop 1590,31.896122,35.914407,,شارع الحرية,,,0,,,,,,
created_stop_1591,Stop 1591,31.944348,35.922748,,شارع علي بن أبي طالب,,,0,,,,,,
created_stop_1592,Stop 1592,32.018702,35.866805,,شارع أحمد الطراونة,,,0,,,,,,
created_stop_1593,Stop 1593,32.019883,35.868894,,,,,0,,,,,,
created_stop_1594,Stop 1594,32.02062,35.870051,,,,,0,,,,,,
created_stop_1595,Stop 1595,32.021848,35.871395,,,,,0,,,,,,
created_stop_1596,Stop 1596,32.024058,35.871577,,,,,0,,,,,,
created_stop_1597,Stop 1597,32.026277,35.871631,,,,,0,,,,,,
created_stop_1598,Stop 1598,32.026953,35.918618,,شارع عايد موسى السويلميين,,,0,,,,,,
created_stop_1599,Stop 1599,32.026331,35.920345,,شارع ياجوز,,,0,,,,,,
created_stop_1600,Stop 1600,32.025732,35.922075,,شارع ياجوز,,,0,,,,,,
created_stop_1601,Stop 1601,32.025849,35.923864,,شارع ياجوز,,,0,,,,,,
created_stop_1602,Stop 1602,32.026348,35.925812,,شارع ياجوز,,,0,,,,,,
created_stop_1603,Stop 1603,32.026427,35.927433,,شارع ياجوز,,,0,,,,,,
created_stop_1604,Stop 1604,32.026572,35.929224,,شارع ياجوز,,,0,,,,,,
created_stop_1605,Stop 1605,32.025769,35.930885,,شارع ياجوز,,,0,,,,,,
created_stop_1606,Stop 1606,32.024688,35.932457,,شارع ياجوز,,,0,,,,,,
created_stop_1607,Stop 1607,32.023739,35.93408,,شارع الأمير الحسين بن عبدالله,,,0,,,,,,
created_stop_1608,Stop 1608,32.023143,35.935813,,شارع الأمير الحسين بن عبدالله,,,0,,,,,,
created_stop_1609,Stop 1609,32.022563,35.937551,,شارع الأمير الحسين بن عبدالله,,,0,,,,,,
created_stop_1610,Stop 1610,32.022011,35.939294,,شارع ياجوز,,,0,,,,,,
created_stop_1611,Stop 1611,32.021501,35.941046,,شارع ياجوز,,,0,,,,,,
created_stop_1612,Stop 1612,32.020955,35.94279,,شارع ياجوز,,,0,,,,,,
created_stop_1613,Stop 1613,32.020521,35.944545,,شارع ياجوز,,,0,,,,,,
created_stop_1614,Stop 1614,32.020667,35.946339,,شارع ياجوز,,,0,,,,,,
created_stop_1615,Stop 1615,32.020901,35.948128,,ملاعب القوات المسلحة الأردنية,,,0,,,,,,
created_stop_1616,Stop 1616,32.021879,35.949708,,ملاعب القوات المسلحة الأردنية,,,0,,,,,,
created_stop_1617,Stop 1617,32.023173,35.951171,,ملاعب القوات المسلحة الأردنية,,,0,,,,,,
created_stop_1618,Stop 1618,32.023979,35.952843,,شارع ياجوز,,,0,,,,,,
created_stop_1619,Stop 1619,32.024539,35.954583,,شارع ياجوز,,,0,,,,,,
created_stop_1620,Stop 1620,32.02459,35.956358,,شارع ياجوز,,,0,,,,,,
created_stop_1621,Stop 1621,32.023266,35.957677,,شارع ياجوز,,,0,,,,,,
created_stop_1622,Stop 1622,32.021213,35.958368,,شارع ياجوز,,,0,,,,,,
created_stop_1623,Stop 1623,32.019621,35.959539,,شارع طبربور,,,0,,,,,,
created_stop_1624,Stop 1624,32.019362,35.961283,,شارع طبربور,,,0,,,,,,
created_stop_1625,Stop 1625,32.020427,35.962829,,شارع طبربور,,,0,,,,,,
created_stop_1626,Stop 1626,32.021595,35.964342,,شارع الأميرة عالية الفيصل,,,0,,,,,,
created_stop_1627,Stop 1627,32.023069,35.965673,,Basketball,,,0,,,,,,
created_stop_1628,Stop 1628,32.02434,35.967126,,Basketball,,,0,,,,,,
created_stop_1629,Stop 1629,32.024775,35.968881,,Basketball,,,0,,,,,,
created_stop_1630,Stop 1630,32.0246,35.970662,,Basketball,,,0,,,,,,
created_stop_1631,Stop 1631,32.023227,35.972036,,شارع الأميرة عالية الفيصل,,,0,,,,,,
created_stop_1632,Stop 1632,32.022516,35.973702,,شارع الأميرة عالية الفيصل,,,0,,,,,,
created_stop_1633,Stop 1633,32.023197,35.97537,,شارع الأميرة عالية الفيصل,,,0,,,,,,
created_stop_1634,Stop 1634,32.024825,35.976597,,,,,0,,,,,,
created_stop_1635,Stop 1635,32.025923,35.978104,,Jo Petrol,,,0,,,,,,
created_stop_1636,Stop 1636,32.025644,35.979872,,Jo Petrol,,,0,,,,,,
created_stop_1637,Stop 1637,32.024844,35.981549,,Jo Petrol,,,0,,,,,,
created_stop_1638,Stop 1638,32.023987,35.983207,,Jo Petrol,,,0,,,,,,
created_stop_1639,Stop 1639,32.023323,35.984924,,Jo Petrol,,,0,,,,,,
created_stop_1640,Stop 1640,32.022528,35.9866,,Jo Petrol,,,0,,,,,,
created_stop_1641,Stop 1641,32.02111,35.987973,,Jo Petrol,,,0,,,,,,
created_stop_1642,Stop 1642,32.01944,35.989161,,Jo Petrol,,,0,,,,,,
created_stop_1643,Stop 1643,32.017803,35.990378,,Jo Petrol,,,0,,,,,,
created_stop_1644,Stop 1644,32.016739,35.991935,,وادي زربي,,,0,,,,,,
created_stop_1645,Stop 1645,32.016598,35.993727,,وادي زربي,,,0,,,,,,
created_stop_1646,Stop 1646,32.017109,35.995471,,وادي حويجر,,,0,,,,,,
created_stop_1647,Stop 1647,32.018385,35.99694,,وادي حويجر,,,0,,,,,,
created_stop_1648,Stop 1648,32.01901,35.998623,,وادي حويجر,,,0,,,,,,
created_stop_1649,Stop 1649,32.018718,36.000407,,وادي حويجر,,,0,,,,,,
created_stop_1650,Stop 1650,32.018674,36.002205,,شارع الملك عبدالله الثاني بن الحسين,,,0,,,,,,
created_stop_1651,Stop 1651,32.018737,36.004004,,شارع الملك عبدالله الثاني بن الحسين,,,0,,,,,,
created_stop_1652,Stop 1652,32.018971,36.005788,,مدرسة الرشيد الثانوية للبنين,,,0,,,,,,
created_stop_1653,Stop 1653,32.019832,36.007444,,مدرسة الرشيد الثانوية للبنين,,,0,,,,,,
created_stop_1654,Stop 1654,32.020687,36.0091,,شارع عبد القادر الحسيني,,,0,,,,,,
created_stop_1655,Stop 1655,32.020798,36.010884,,شارع عبد القادر الحسيني,,,0,,,,,,
created_stop_1656,Stop 1656,32.020372,36.012648,,شارع عبد القادر الحسيني,,,0,,,,,,
created_stop_1657,Stop 1657,32.020243,36.014429,,International Train,,,0,,,,,,
created_stop_1658,Stop 1658,32.021206,36.016005,,شارع علي بن أبي طالب,,,0,,,,,,
created_stop_1659,Stop 1659,32.023248,36.016293,,شارع علي بن أبي طالب,,,0,,,,,,
created_stop_1660,Stop 1660,32.025369,36.015749,,شارع علي بن أبي طالب,,,0,,,,,,
created_stop_1661,Stop 1661,32.027238,36.016403,,سوبر ماركت مكة,,,0,,,,,,
created_stop_1662,Stop 1662,32.027617,36.01815,,حي الرشيد,,,0,,,,,,
created_stop_1663,Stop 1663,32.027656,36.01995,,حي الرشيد,,,0,,,,,,
created_stop_1664,Stop 1664,32.027904,36.021737,,شارع الحسين بن علي,,,0,,,,,,
created_stop_1665,Stop 1665,32.028364,36.023498,,شارع الحسين بن علي,,,0,,,,,,
